Cement,Fly Ash,Water,Superplasticizer,Concrete compressive strength
446.0 ,79.0 ,162.0 ,11.6 ,39.30 
446.0 ,79.0 ,162.0 ,11.6 ,61.07 
446.0 ,79.0 ,162.0 ,11.6 ,56.14 
446.0 ,79.0 ,162.0 ,11.6 ,55.25 
446.0 ,79.0 ,162.0 ,10.3 ,54.77 
387.0 ,94.0 ,157.0 ,14.3 ,50.24 
387.0 ,94.0 ,157.0 ,13.9 ,46.68 
387.0 ,94.0 ,157.0 ,11.6 ,46.68 
387.0 ,94.0 ,157.0 ,14.3 ,22.75 
387.0 ,94.0 ,157.0 ,13.9 ,25.51 
387.0 ,94.0 ,157.0 ,11.6 ,34.77 
387.0 ,94.0 ,157.0 ,14.3 ,36.84 
387.0 ,94.0 ,157.0 ,13.9 ,45.90 
387.0 ,94.0 ,157.0 ,11.6 ,41.67 
387.0 ,94.0 ,157.0 ,14.3 ,56.34 
387.0 ,94.0 ,157.0 ,13.9 ,47.97 
387.0 ,94.0 ,157.0 ,11.6 ,61.46 
355.0 ,97.0 ,145.0 ,13.1 ,44.03 
355.0 ,97.0 ,145.0 ,12.3 ,55.45 
491.0 ,123.0 ,210.0 ,3.9 ,55.55 
491.0 ,123.0 ,201.0 ,3.9 ,57.92 
491.0 ,123.0 ,210.0 ,3.9 ,25.61 
491.0 ,123.0 ,210.0 ,3.9 ,33.49 
491.0 ,123.0 ,210.0 ,3.9 ,59.59 
491.0 ,123.0 ,201.0 ,3.9 ,29.55 
491.0 ,123.0 ,201.0 ,3.9 ,37.92 
491.0 ,123.0 ,201.0 ,3.9 ,61.86 
424.0 ,132.0 ,178.0 ,8.5 ,62.05 
424.0 ,132.0 ,178.0 ,8.5 ,32.01 
424.0 ,132.0 ,168.0 ,8.9 ,72.10 
424.0 ,132.0 ,178.0 ,8.5 ,39.00 
424.0 ,132.0 ,178.0 ,8.5 ,65.70 
424.0 ,132.0 ,168.0 ,8.9 ,32.11 
424.0 ,132.0 ,168.0 ,8.9 ,40.29 
424.0 ,132.0 ,168.0 ,8.9 ,74.36 
202.0 ,141.0 ,206.0 ,1.7 ,21.97 
202.0 ,141.0 ,206.0 ,1.7 ,9.85 
202.0 ,141.0 ,206.0 ,1.7 ,15.07 
202.0 ,141.0 ,206.0 ,1.7 ,23.25 
284.0 ,141.0 ,179.0 ,5.5 ,43.73 
284.0 ,141.0 ,179.0 ,5.5 ,13.40 
284.0 ,141.0 ,179.0 ,5.5 ,24.13 
284.0 ,141.0 ,179.0 ,5.5 ,44.52 
359.0 ,141.0 ,154.0 ,10.9 ,62.94 
359.0 ,141.0 ,154.0 ,10.9 ,59.49 
359.0 ,141.0 ,154.0 ,10.9 ,25.12 
359.0 ,141.0 ,154.0 ,10.9 ,23.64 
359.0 ,141.0 ,154.0 ,10.9 ,35.75 
359.0 ,141.0 ,154.0 ,10.9 ,38.61 
359.0 ,141.0 ,154.0 ,10.9 ,68.75 
359.0 ,141.0 ,154.0 ,10.9 ,66.78 
436.0 ,0.0 ,218.0 ,0.0 ,23.85 
289.0 ,0.0 ,192.0 ,0.0 ,32.07 
289.0 ,0.0 ,192.0 ,0.0 ,11.65 
393.0 ,0.0 ,192.0 ,0.0 ,19.20 
393.0 ,0.0 ,192.0 ,0.0 ,48.85 
393.0 ,0.0 ,192.0 ,0.0 ,39.60 
480.0 ,0.0 ,192.0 ,0.0 ,43.94 
480.0 ,0.0 ,192.0 ,0.0 ,34.57 
480.0 ,0.0 ,192.0 ,0.0 ,54.32 
480.0 ,0.0 ,192.0 ,0.0 ,24.40 
333.0 ,0.0 ,192.0 ,0.0 ,15.62 
255.0 ,0.0 ,192.0 ,0.0 ,21.86 
255.0 ,0.0 ,192.0 ,0.0 ,10.22 
289.0 ,0.0 ,192.0 ,0.0 ,14.60 
255.0 ,0.0 ,192.0 ,0.0 ,18.75 
333.0 ,0.0 ,192.0 ,0.0 ,31.97 
333.0 ,0.0 ,192.0 ,0.0 ,23.40 
289.0 ,0.0 ,192.0 ,0.0 ,25.57 
333.0 ,0.0 ,192.0 ,0.0 ,41.68 
393.0 ,0.0 ,192.0 ,0.0 ,27.74 
255.0 ,0.0 ,192.0 ,0.0 ,8.20 
158.8 ,0.0 ,185.7 ,0.0 ,9.62 
239.6 ,0.0 ,185.7 ,0.0 ,25.42 
238.2 ,0.0 ,185.7 ,0.0 ,15.69 
181.9 ,0.0 ,185.7 ,0.0 ,27.94 
193.5 ,0.0 ,185.7 ,0.0 ,32.63 
255.5 ,0.0 ,185.7 ,0.0 ,17.24 
272.8 ,0.0 ,185.7 ,0.0 ,19.77 
239.6 ,0.0 ,185.7 ,0.0 ,39.44 
220.8 ,0.0 ,185.7 ,0.0 ,25.75 
397.0 ,0.0 ,185.7 ,0.0 ,33.08 
382.5 ,0.0 ,185.7 ,0.0 ,24.07 
210.7 ,0.0 ,185.7 ,0.0 ,21.82 
158.8 ,0.0 ,185.7 ,0.0 ,21.07 
295.8 ,0.0 ,185.7 ,0.0 ,14.84 
255.5 ,0.0 ,185.7 ,0.0 ,32.05 
203.5 ,0.0 ,185.7 ,0.0 ,11.96 
397.0 ,0.0 ,185.7 ,0.0 ,25.45 
381.4 ,0.0 ,185.7 ,0.0 ,22.49 
295.8 ,0.0 ,185.7 ,0.0 ,25.22 
228.0 ,0.0 ,185.7 ,0.0 ,39.70 
220.8 ,0.0 ,185.7 ,0.0 ,13.09 
316.1 ,0.0 ,185.7 ,0.0 ,38.70 
135.7 ,0.0 ,185.7 ,0.0 ,7.51 
238.1 ,0.0 ,185.7 ,0.0 ,17.58 
339.2 ,0.0 ,185.7 ,0.0 ,21.18 
135.7 ,0.0 ,185.7 ,0.0 ,18.20 
193.5 ,0.0 ,185.7 ,0.0 ,17.20 
203.5 ,0.0 ,185.7 ,0.0 ,22.63 
290.2 ,0.0 ,185.7 ,0.0 ,21.86 
181.9 ,0.0 ,185.7 ,0.0 ,12.37 
170.3 ,0.0 ,185.7 ,0.0 ,25.73 
210.7 ,0.0 ,185.7 ,0.0 ,37.81 
228.0 ,0.0 ,185.7 ,0.0 ,21.92 
290.2 ,0.0 ,185.7 ,0.0 ,33.04 
381.4 ,0.0 ,185.7 ,0.0 ,14.54 
238.2 ,0.0 ,185.7 ,0.0 ,26.91 
186.2 ,0.0 ,185.7 ,0.0 ,8.00 
339.2 ,0.0 ,185.7 ,0.0 ,31.90 
238.1 ,0.0 ,185.7 ,0.0 ,10.34 
252.5 ,0.0 ,185.7 ,0.0 ,19.77 
382.5 ,0.0 ,185.7 ,0.0 ,37.44 
252.5 ,0.0 ,185.7 ,0.0 ,11.48 
316.1 ,0.0 ,185.7 ,0.0 ,24.44 
186.2 ,0.0 ,185.7 ,0.0 ,17.60 
170.3 ,0.0 ,185.7 ,0.0 ,10.73 
272.8 ,0.0 ,185.7 ,0.0 ,31.38 
339.0 ,0.0 ,197.0 ,0.0 ,13.22 
339.0 ,0.0 ,197.0 ,0.0 ,20.97 
339.0 ,0.0 ,197.0 ,0.0 ,27.04 
339.0 ,0.0 ,197.0 ,0.0 ,32.04 
339.0 ,0.0 ,197.0 ,0.0 ,35.17 
339.0 ,0.0 ,197.0 ,0.0 ,36.45 
339.0 ,0.0 ,197.0 ,0.0 ,38.89 
236.0 ,0.0 ,194.0 ,0.0 ,6.47 
236.0 ,0.0 ,194.0 ,0.0 ,12.84 
236.0 ,0.0 ,194.0 ,0.0 ,18.42 
236.0 ,0.0 ,194.0 ,0.0 ,21.95 
236.0 ,0.0 ,193.0 ,0.0 ,24.10 
236.0 ,0.0 ,193.0 ,0.0 ,25.08 
277.0 ,0.0 ,191.0 ,0.0 ,21.26 
277.0 ,0.0 ,191.0 ,0.0 ,25.97 
277.0 ,0.0 ,191.0 ,0.0 ,11.36 
277.0 ,0.0 ,191.0 ,0.0 ,31.25 
277.0 ,0.0 ,191.0 ,0.0 ,32.33 
277.0 ,0.0 ,191.0 ,0.0 ,33.70 
254.0 ,0.0 ,198.0 ,0.0 ,9.31 
254.0 ,0.0 ,198.0 ,0.0 ,26.94 
254.0 ,0.0 ,198.0 ,0.0 ,27.63 
254.0 ,0.0 ,198.0 ,0.0 ,29.79 
307.0 ,0.0 ,193.0 ,0.0 ,34.49 
307.0 ,0.0 ,193.0 ,0.0 ,36.15 
307.0 ,0.0 ,193.0 ,0.0 ,12.54 
307.0 ,0.0 ,193.0 ,0.0 ,27.53 
307.0 ,0.0 ,193.0 ,0.0 ,32.92 
236.0 ,0.0 ,193.0 ,0.0 ,9.99 
200.0 ,0.0 ,180.0 ,0.0 ,7.84 
200.0 ,0.0 ,180.0 ,0.0 ,12.25 
225.0 ,0.0 ,181.0 ,0.0 ,11.17 
225.0 ,0.0 ,181.0 ,0.0 ,17.34 
325.0 ,0.0 ,184.0 ,0.0 ,17.54 
325.0 ,0.0 ,184.0 ,0.0 ,30.57 
275.0 ,0.0 ,183.0 ,0.0 ,14.20 
275.0 ,0.0 ,183.0 ,0.0 ,24.50 
300.0 ,0.0 ,184.0 ,0.0 ,15.58 
300.0 ,0.0 ,184.0 ,0.0 ,26.85 
375.0 ,0.0 ,186.0 ,0.0 ,26.06 
375.0 ,0.0 ,186.0 ,0.0 ,38.21 
400.0 ,0.0 ,187.0 ,0.0 ,43.70 
400.0 ,0.0 ,187.0 ,0.0 ,30.14 
250.0 ,0.0 ,182.0 ,0.0 ,12.73 
250.0 ,0.0 ,182.0 ,0.0 ,20.87 
350.0 ,0.0 ,186.0 ,0.0 ,20.28 
350.0 ,0.0 ,186.0 ,0.0 ,34.29 
203.5 ,0.0 ,203.5 ,0.0 ,19.54 
250.2 ,0.0 ,203.5 ,0.0 ,47.71 
157.0 ,0.0 ,192.0 ,0.0 ,43.38 
141.3 ,0.0 ,203.5 ,0.0 ,29.89 
166.8 ,0.0 ,203.5 ,0.0 ,6.90 
122.6 ,0.0 ,203.5 ,0.0 ,33.19 
183.9 ,0.0 ,203.5 ,0.0 ,4.90 
102.0 ,0.0 ,192.0 ,0.0 ,4.57 
102.0 ,0.0 ,192.0 ,0.0 ,25.46 
122.6 ,0.0 ,203.5 ,0.0 ,24.29 
166.8 ,0.0 ,203.5 ,0.0 ,33.95 
200.0 ,0.0 ,192.0 ,0.0 ,11.41 
108.3 ,0.0 ,203.5 ,0.0 ,20.59 
305.3 ,0.0 ,203.5 ,0.0 ,25.89 
108.3 ,0.0 ,203.5 ,0.0 ,29.23 
116.0 ,0.0 ,192.0 ,0.0 ,31.02 
141.3 ,0.0 ,203.5 ,0.0 ,10.39 
157.0 ,0.0 ,192.0 ,0.0 ,33.66 
133.0 ,0.0 ,192.0 ,0.0 ,27.87 
250.2 ,0.0 ,203.5 ,0.0 ,19.35 
173.0 ,0.0 ,192.0 ,0.0 ,11.39 
192.0 ,0.0 ,192.0 ,0.0 ,12.79 
192.0 ,0.0 ,192.0 ,0.0 ,39.32 
153.0 ,0.0 ,192.0 ,0.0 ,4.78 
288.0 ,0.0 ,192.0 ,0.0 ,16.11 
305.3 ,0.0 ,203.5 ,0.0 ,43.38 
236.0 ,0.0 ,192.0 ,0.0 ,20.42 
173.0 ,0.0 ,192.0 ,0.0 ,6.94 
212.0 ,0.0 ,203.5 ,0.0 ,15.03 
236.0 ,0.0 ,192.0 ,0.0 ,13.57 
183.9 ,0.0 ,203.5 ,0.0 ,32.53 
166.8 ,0.0 ,203.5 ,0.0 ,15.75 
102.0 ,0.0 ,192.0 ,0.0 ,7.68 
288.0 ,0.0 ,192.0 ,0.0 ,38.80 
212.0 ,0.0 ,203.5 ,0.0 ,33.00 
102.0 ,0.0 ,192.0 ,0.0 ,17.28 
173.0 ,0.0 ,192.0 ,0.0 ,24.28 
183.9 ,0.0 ,203.5 ,0.0 ,24.05 
133.0 ,0.0 ,192.0 ,0.0 ,36.59 
192.0 ,0.0 ,192.0 ,0.0 ,50.73 
133.0 ,0.0 ,192.0 ,0.0 ,13.66 
305.3 ,0.0 ,203.5 ,0.0 ,14.14 
236.0 ,0.0 ,192.0 ,0.0 ,47.78 
108.3 ,0.0 ,203.5 ,0.0 ,2.33 
157.0 ,0.0 ,192.0 ,0.0 ,16.89 
288.0 ,0.0 ,192.0 ,0.0 ,23.52 
212.0 ,0.0 ,203.5 ,0.0 ,6.81 
212.0 ,0.0 ,203.5 ,0.0 ,39.70 
153.0 ,0.0 ,192.0 ,0.0 ,17.96 
236.0 ,0.0 ,192.0 ,0.0 ,32.88 
116.0 ,0.0 ,192.0 ,0.0 ,22.35 
183.9 ,0.0 ,203.5 ,0.0 ,10.79 
108.3 ,0.0 ,203.5 ,0.0 ,7.72 
203.5 ,0.0 ,203.5 ,0.0 ,41.68 
203.5 ,0.0 ,203.5 ,0.0 ,9.56 
133.0 ,0.0 ,192.0 ,0.0 ,6.88 
288.0 ,0.0 ,192.0 ,0.0 ,50.53 
200.0 ,0.0 ,192.0 ,0.0 ,17.17 
200.0 ,0.0 ,192.0 ,0.0 ,30.44 
250.2 ,0.0 ,203.5 ,0.0 ,9.73 
122.6 ,0.0 ,203.5 ,0.0 ,3.32 
153.0 ,0.0 ,192.0 ,0.0 ,26.32 
200.0 ,0.0 ,192.0 ,0.0 ,43.25 
116.0 ,0.0 ,192.0 ,0.0 ,6.28 
173.0 ,0.0 ,192.0 ,0.0 ,32.10 
250.2 ,0.0 ,203.5 ,0.0 ,36.96 
305.3 ,0.0 ,203.5 ,0.0 ,54.60 
192.0 ,0.0 ,192.0 ,0.0 ,21.48 
157.0 ,0.0 ,192.0 ,0.0 ,9.69 
153.0 ,0.0 ,192.0 ,0.0 ,8.37 
141.3 ,0.0 ,203.5 ,0.0 ,39.66 
116.0 ,0.0 ,192.0 ,0.0 ,10.09 
141.3 ,0.0 ,203.5 ,0.0 ,4.83 
122.6 ,0.0 ,203.5 ,0.0 ,10.35 
166.8 ,0.0 ,203.5 ,0.0 ,43.57 
203.5 ,0.0 ,203.5 ,0.0 ,51.86 
310.0 ,0.0 ,192.0 ,0.0 ,11.85 
310.0 ,0.0 ,192.0 ,0.0 ,17.24 
310.0 ,0.0 ,192.0 ,0.0 ,27.83 
310.0 ,0.0 ,192.0 ,0.0 ,35.76 
310.0 ,0.0 ,192.0 ,0.0 ,38.70 
331.0 ,0.0 ,192.0 ,0.0 ,14.31 
331.0 ,0.0 ,192.0 ,0.0 ,17.44 
331.0 ,0.0 ,192.0 ,0.0 ,31.74 
331.0 ,0.0 ,192.0 ,0.0 ,37.91 
331.0 ,0.0 ,192.0 ,0.0 ,39.38 
349.0 ,0.0 ,192.0 ,0.0 ,15.87 
349.0 ,0.0 ,192.0 ,0.0 ,9.01 
349.0 ,0.0 ,192.0 ,0.0 ,33.61 
349.0 ,0.0 ,192.0 ,0.0 ,40.66 
349.0 ,0.0 ,192.0 ,0.0 ,40.86 
238.0 ,0.0 ,186.0 ,0.0 ,12.05 
238.0 ,0.0 ,186.0 ,0.0 ,17.54 
296.0 ,0.0 ,186.0 ,0.0 ,18.91 
296.0 ,0.0 ,186.0 ,0.0 ,25.18 
297.0 ,0.0 ,186.0 ,0.0 ,30.96 
480.0 ,0.0 ,192.0 ,0.0 ,43.89 
480.0 ,0.0 ,192.0 ,0.0 ,54.28 
397.0 ,0.0 ,186.0 ,0.0 ,36.94 
281.0 ,0.0 ,186.0 ,0.0 ,14.50 
281.0 ,0.0 ,185.0 ,0.0 ,22.44 
500.0 ,0.0 ,200.0 ,0.0 ,12.64 
500.0 ,0.0 ,200.0 ,0.0 ,26.06 
500.0 ,0.0 ,200.0 ,0.0 ,33.21 
500.0 ,0.0 ,200.0 ,0.0 ,36.94 
500.0 ,0.0 ,200.0 ,0.0 ,44.09 
540.0 ,0.0 ,173.0 ,0.0 ,52.61 
540.0 ,0.0 ,173.0 ,0.0 ,59.76 
540.0 ,0.0 ,173.0 ,0.0 ,67.31 
540.0 ,0.0 ,173.0 ,0.0 ,69.66 
540.0 ,0.0 ,173.0 ,0.0 ,71.62 
540.0 ,0.0 ,173.0 ,0.0 ,74.17 
350.0 ,0.0 ,203.0 ,0.0 ,18.13 
350.0 ,0.0 ,203.0 ,0.0 ,22.53 
350.0 ,0.0 ,203.0 ,0.0 ,27.34 
350.0 ,0.0 ,203.0 ,0.0 ,29.98 
350.0 ,0.0 ,203.0 ,0.0 ,31.35 
350.0 ,0.0 ,203.0 ,0.0 ,32.72 
385.0 ,0.0 ,186.0 ,0.0 ,6.27 
385.0 ,0.0 ,186.0 ,0.0 ,14.70 
385.0 ,0.0 ,186.0 ,0.0 ,23.22 
385.0 ,0.0 ,186.0 ,0.0 ,27.92 
385.0 ,0.0 ,186.0 ,0.0 ,31.35 
331.0 ,0.0 ,192.0 ,0.0 ,39.00 
331.0 ,0.0 ,192.0 ,0.0 ,41.24 
349.0 ,0.0 ,192.0 ,0.0 ,14.99 
331.0 ,0.0 ,192.0 ,0.0 ,13.52 
382.0 ,0.0 ,186.0 ,0.0 ,24.00 
382.0 ,0.0 ,186.0 ,0.0 ,37.42 
382.0 ,0.0 ,186.0 ,0.0 ,11.47 
281.0 ,0.0 ,186.0 ,0.0 ,22.44 
339.0 ,0.0 ,185.0 ,0.0 ,21.16 
339.0 ,0.0 ,185.0 ,0.0 ,31.84 
295.0 ,0.0 ,185.0 ,0.0 ,14.80 
295.0 ,0.0 ,185.0 ,0.0 ,25.18 
238.0 ,0.0 ,185.0 ,0.0 ,17.54 
296.0 ,0.0 ,192.0 ,0.0 ,14.20 
296.0 ,0.0 ,192.0 ,0.0 ,21.65 
296.0 ,0.0 ,192.0 ,0.0 ,29.39 
331.0 ,0.0 ,192.0 ,0.0 ,13.52 
331.0 ,0.0 ,192.0 ,0.0 ,16.26 
331.0 ,0.0 ,192.0 ,0.0 ,31.45 
331.0 ,0.0 ,192.0 ,0.0 ,37.23 
349.0 ,0.0 ,192.0 ,0.0 ,18.13 
349.0 ,0.0 ,192.0 ,0.0 ,32.72 
349.0 ,0.0 ,192.0 ,0.0 ,39.49 
349.0 ,0.0 ,192.0 ,0.0 ,41.05 
349.0 ,0.0 ,192.0 ,0.0 ,42.13 
302.0 ,0.0 ,203.0 ,0.0 ,18.13 
302.0 ,0.0 ,203.0 ,0.0 ,26.74 
525.0 ,0.0 ,189.0 ,0.0 ,61.92 
500.0 ,0.0 ,200.0 ,0.0 ,47.22 
500.0 ,0.0 ,200.0 ,0.0 ,51.04 
500.0 ,0.0 ,200.0 ,0.0 ,55.16 
540.0 ,0.0 ,173.0 ,0.0 ,41.64 
252.0 ,0.0 ,185.0 ,0.0 ,13.71 
252.0 ,0.0 ,185.0 ,0.0 ,19.69 
339.0 ,0.0 ,185.0 ,0.0 ,31.65 
393.0 ,0.0 ,192.0 ,0.0 ,19.11 
393.0 ,0.0 ,192.0 ,0.0 ,39.58 
393.0 ,0.0 ,192.0 ,0.0 ,48.79 
382.0 ,0.0 ,185.0 ,0.0 ,24.00 
382.0 ,0.0 ,185.0 ,0.0 ,37.42 
252.0 ,0.0 ,186.0 ,0.0 ,11.47 
252.0 ,0.0 ,185.0 ,0.0 ,19.69 
310.0 ,0.0 ,192.0 ,0.0 ,14.99 
310.0 ,0.0 ,192.0 ,0.0 ,27.92 
310.0 ,0.0 ,192.0 ,0.0 ,34.68 
310.0 ,0.0 ,192.0 ,0.0 ,37.33 
310.0 ,0.0 ,192.0 ,0.0 ,38.11 
525.0 ,0.0 ,189.0 ,0.0 ,33.80 
525.0 ,0.0 ,189.0 ,0.0 ,42.42 
525.0 ,0.0 ,189.0 ,0.0 ,48.40 
525.0 ,0.0 ,189.0 ,0.0 ,55.94 
525.0 ,0.0 ,189.0 ,0.0 ,58.78 
525.0 ,0.0 ,189.0 ,0.0 ,67.11 
322.0 ,0.0 ,203.0 ,0.0 ,20.77 
322.0 ,0.0 ,203.0 ,0.0 ,25.18 
322.0 ,0.0 ,203.0 ,0.0 ,29.59 
302.0 ,0.0 ,203.0 ,0.0 ,21.75 
397.0 ,0.0 ,185.0 ,0.0 ,39.09 
480.0 ,0.0 ,192.0 ,0.0 ,24.39 
522.0 ,0.0 ,146.0 ,0.0 ,50.51 
522.0 ,0.0 ,146.0 ,0.0 ,74.99 
273.0 ,82.0 ,210.0 ,9.0 ,37.17 
162.0 ,148.0 ,179.0 ,19.0 ,33.76 
154.0 ,112.0 ,220.0 ,10.0 ,16.50 
147.0 ,89.0 ,202.0 ,9.0 ,19.99 
152.0 ,139.0 ,168.0 ,18.0 ,36.35 
310.0 ,111.0 ,168.0 ,22.0 ,33.69 
144.0 ,175.0 ,158.0 ,18.0 ,15.42 
304.0 ,0.0 ,214.0 ,6.0 ,33.42 
374.0 ,0.0 ,190.0 ,7.0 ,39.05 
159.0 ,116.0 ,175.0 ,15.0 ,27.68 
153.0 ,0.0 ,200.0 ,6.0 ,26.86 
310.0 ,0.0 ,168.0 ,10.0 ,45.30 
305.0 ,100.0 ,196.0 ,10.0 ,30.12 
151.0 ,184.0 ,167.0 ,12.0 ,15.57 
142.0 ,130.0 ,174.0 ,11.0 ,44.61 
298.0 ,107.0 ,201.0 ,6.0 ,53.52 
321.0 ,0.0 ,190.0 ,5.0 ,57.21 
366.0 ,0.0 ,191.0 ,7.0 ,65.91 
280.0 ,100.0 ,172.0 ,9.0 ,52.82 
252.0 ,76.0 ,194.0 ,8.0 ,33.40 
165.0 ,150.0 ,182.0 ,12.0 ,18.03 
156.0 ,0.0 ,180.0 ,11.0 ,37.36 
160.0 ,146.0 ,203.0 ,11.0 ,32.84 
298.0 ,107.0 ,186.0 ,6.0 ,42.64 
318.0 ,126.0 ,210.0 ,6.0 ,40.06 
287.0 ,94.0 ,188.0 ,9.0 ,41.94 
326.0 ,0.0 ,174.0 ,9.0 ,61.23 
356.0 ,142.0 ,193.0 ,11.0 ,40.87 
132.0 ,161.0 ,179.0 ,5.0 ,33.30 
322.0 ,0.0 ,186.0 ,8.0 ,52.42 
164.0 ,200.0 ,181.0 ,13.0 ,15.09 
314.0 ,113.0 ,170.0 ,10.0 ,38.46 
321.0 ,128.0 ,182.0 ,11.0 ,37.26 
140.0 ,128.0 ,237.0 ,6.0 ,35.23 
288.0 ,0.0 ,177.0 ,7.0 ,42.13 
298.0 ,107.0 ,210.0 ,11.0 ,31.87 
265.0 ,86.0 ,195.0 ,6.0 ,41.54 
160.0 ,0.0 ,168.0 ,12.0 ,39.45 
166.0 ,0.0 ,183.0 ,13.0 ,37.91 
276.0 ,90.0 ,180.0 ,9.0 ,44.28 
322.0 ,116.0 ,196.0 ,10.0 ,31.18 
149.0 ,109.0 ,193.0 ,6.0 ,23.69 
159.0 ,0.0 ,176.0 ,11.0 ,32.76 
261.0 ,78.0 ,201.0 ,9.0 ,32.40 
237.0 ,71.0 ,247.0 ,6.0 ,28.63 
313.0 ,113.0 ,178.0 ,8.0 ,36.80 
155.0 ,0.0 ,193.0 ,9.0 ,18.28 
146.0 ,0.0 ,202.0 ,3.0 ,33.06 
296.0 ,107.0 ,221.0 ,11.0 ,31.42 
133.0 ,0.0 ,196.0 ,3.0 ,31.03 
313.0 ,0.0 ,178.0 ,8.0 ,44.39 
152.0 ,112.0 ,184.0 ,8.0 ,12.18 
153.0 ,113.0 ,178.0 ,8.0 ,25.56 
140.0 ,103.0 ,200.0 ,7.0 ,36.44 
149.0 ,0.0 ,176.0 ,13.0 ,32.96 
300.0 ,120.0 ,212.0 ,10.0 ,23.84 
153.0 ,113.0 ,178.0 ,8.0 ,26.23 
148.0 ,137.0 ,158.0 ,16.0 ,17.95 
326.0 ,138.0 ,199.0 ,11.0 ,40.68 
153.0 ,0.0 ,178.0 ,8.0 ,19.01 
262.0 ,86.0 ,195.0 ,5.0 ,33.72 
158.0 ,195.0 ,220.0 ,11.0 ,8.54 
151.0 ,185.0 ,167.0 ,16.0 ,13.46 
273.0 ,90.0 ,199.0 ,11.0 ,32.24 
149.0 ,92.0 ,183.0 ,7.0 ,23.52 
143.0 ,143.0 ,191.0 ,8.0 ,29.72 
260.0 ,78.0 ,171.0 ,10.0 ,49.77 
313.0 ,0.0 ,178.0 ,10.0 ,52.44 
284.0 ,0.0 ,168.0 ,7.0 ,40.93 
336.0 ,0.0 ,182.0 ,3.0 ,44.86 
145.0 ,134.0 ,181.0 ,11.0 ,13.20 
150.0 ,0.0 ,174.0 ,12.0 ,37.43 
144.0 ,133.0 ,192.0 ,8.0 ,29.87 
331.0 ,0.0 ,195.0 ,8.0 ,56.61 
155.0 ,143.0 ,193.0 ,9.0 ,12.46 
155.0 ,0.0 ,193.0 ,9.0 ,23.79 
135.0 ,166.0 ,180.0 ,10.0 ,13.29 
266.0 ,87.0 ,178.0 ,10.0 ,39.42 
314.0 ,113.0 ,179.0 ,8.0 ,46.23 
313.0 ,0.0 ,127.0 ,8.0 ,44.52 
146.0 ,0.0 ,182.0 ,3.0 ,23.74 
144.0 ,106.0 ,178.0 ,7.0 ,26.14 
148.0 ,182.0 ,181.0 ,15.0 ,15.52 
277.0 ,91.0 ,191.0 ,7.0 ,43.57 
298.0 ,107.0 ,164.0 ,13.0 ,35.86 
313.0 ,0.0 ,178.0 ,8.0 ,41.05 
155.0 ,143.0 ,194.0 ,9.0 ,28.99 
289.0 ,0.0 ,195.0 ,6.0 ,46.24 
148.0 ,0.0 ,171.0 ,2.0 ,26.92 
145.0 ,179.0 ,202.0 ,8.0 ,10.54 
313.0 ,0.0 ,178.0 ,8.0 ,25.10 
136.0 ,126.0 ,172.0 ,10.0 ,29.07 
155.0 ,143.0 ,193.0 ,9.0 ,9.74 
255.0 ,77.0 ,189.0 ,6.0 ,33.80 
162.0 ,172.0 ,216.0 ,10.0 ,39.84 
136.0 ,98.0 ,199.0 ,6.0 ,26.97 
164.0 ,128.0 ,197.0 ,8.0 ,27.23 
162.0 ,164.0 ,202.0 ,10.0 ,30.65 
157.0 ,152.0 ,200.0 ,9.0 ,33.05 
149.0 ,194.0 ,192.0 ,8.0 ,24.58 
135.0 ,193.0 ,196.0 ,6.0 ,21.91 
159.0 ,161.0 ,201.0 ,7.0 ,30.88 
144.0 ,195.0 ,176.0 ,6.0 ,15.34 
154.0 ,185.0 ,228.0 ,7.0 ,24.34 
167.0 ,195.0 ,185.0 ,7.0 ,23.89 
184.0 ,190.0 ,213.0 ,6.0 ,22.93 
156.0 ,187.0 ,221.0 ,7.0 ,29.41 
236.9 ,71.5 ,246.9 ,6.0 ,28.63 
313.3 ,113.0 ,178.5 ,8.0 ,36.80 
154.8 ,0.0 ,193.3 ,9.1 ,18.29 
145.9 ,0.0 ,202.5 ,3.4 ,32.72 
296.0 ,106.7 ,221.4 ,10.5 ,31.42 
133.1 ,0.0 ,195.7 ,3.1 ,28.94 
313.3 ,0.0 ,178.5 ,8.0 ,40.93 
151.6 ,111.9 ,184.4 ,7.9 ,12.18 
153.1 ,113.0 ,178.5 ,8.0 ,25.56 
139.9 ,103.3 ,200.3 ,7.4 ,36.44 
149.5 ,0.0 ,175.8 ,12.6 ,32.96 
299.8 ,119.8 ,211.5 ,9.9 ,23.84 
153.1 ,113.0 ,178.5 ,8.0 ,26.23 
148.1 ,136.6 ,158.1 ,16.1 ,17.96 
326.5 ,137.9 ,199.0 ,10.8 ,38.63 
152.7 ,0.0 ,178.1 ,8.0 ,19.01 
261.9 ,86.1 ,195.4 ,5.0 ,33.72 
158.4 ,194.9 ,219.7 ,11.0 ,8.54 
150.7 ,185.3 ,166.7 ,15.6 ,13.46 
272.6 ,89.6 ,198.7 ,10.6 ,32.25 
149.0 ,91.7 ,182.9 ,7.1 ,23.52 
143.0 ,142.7 ,190.7 ,8.4 ,29.73 
259.9 ,78.4 ,170.6 ,10.4 ,49.77 
312.9 ,0.0 ,177.6 ,9.6 ,52.45 
284.0 ,0.0 ,168.3 ,7.2 ,40.93 
