Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate ,Concrete compressive strength
275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,38.77 
275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,51.33 
275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,56.85 
275.1 ,0.0 ,121.4 ,159.5 ,9.9 ,1053.6 ,58.61 
297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,21.91 
297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,36.99 
297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,47.40 
297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,51.96 
297.2 ,0.0 ,117.5 ,174.8 ,9.5 ,1022.8 ,56.74 
213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,17.57 
213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,33.73 
213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,40.15 
213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,46.64 
213.7 ,0.0 ,174.7 ,154.8 ,10.2 ,1053.5 ,50.08 
213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,17.37 
213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,33.70 
213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,45.94 
213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,51.43 
213.5 ,0.0 ,174.2 ,154.6 ,11.7 ,1052.3 ,59.30 
277.2 ,97.8 ,24.5 ,160.7 ,11.2 ,1061.7 ,30.45 
277.2 ,97.8 ,24.5 ,160.7 ,11.2 ,1061.7 ,47.71 
277.2 ,97.8 ,24.5 ,160.7 ,11.2 ,1061.7 ,63.14 
277.2 ,97.8 ,24.5 ,160.7 ,11.2 ,1061.7 ,66.82 
277.2 ,97.8 ,24.5 ,160.7 ,11.2 ,1061.7 ,66.95 
218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,27.42 
218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,35.96 
218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,55.51 
218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,61.99 
218.2 ,54.6 ,123.8 ,140.8 ,11.9 ,1075.7 ,63.53 
214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,18.02 
214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,38.60 
214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,52.20 
214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,53.96 
214.9 ,53.8 ,121.9 ,155.6 ,9.6 ,1014.3 ,56.63 
218.9 ,0.0 ,124.1 ,158.5 ,11.3 ,1078.7 ,15.34 
218.9 ,0.0 ,124.1 ,158.5 ,11.3 ,1078.7 ,26.05 
218.9 ,0.0 ,124.1 ,158.5 ,11.3 ,1078.7 ,30.22 
218.9 ,0.0 ,124.1 ,158.5 ,11.3 ,1078.7 ,37.27 
218.9 ,0.0 ,124.1 ,158.5 ,11.3 ,1078.7 ,46.23 
376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,16.28 
376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,25.62 
376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,31.97 
376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,36.30 
376.0 ,0.0 ,0.0 ,214.6 ,0.0 ,1003.5 ,43.06 
500.0 ,0.0 ,0.0 ,140.0 ,4.0 ,966.0 ,67.57 
475.0 ,0.0 ,59.0 ,142.0 ,1.9 ,1098.0 ,57.23 
315.0 ,137.0 ,0.0 ,145.0 ,5.9 ,1130.0 ,81.75 
505.0 ,0.0 ,60.0 ,195.0 ,0.0 ,1030.0 ,64.02 
451.0 ,0.0 ,0.0 ,165.0 ,11.3 ,1030.0 ,78.80 
516.0 ,0.0 ,0.0 ,162.0 ,8.2 ,801.0 ,41.37 
520.0 ,0.0 ,0.0 ,170.0 ,5.2 ,855.0 ,60.28 
528.0 ,0.0 ,0.0 ,185.0 ,6.9 ,920.0 ,56.83 
520.0 ,0.0 ,0.0 ,175.0 ,5.2 ,870.0 ,51.02 
385.0 ,0.0 ,136.0 ,158.0 ,20.0 ,903.0 ,55.55 
500.1 ,0.0 ,0.0 ,200.0 ,3.0 ,1124.4 ,44.13 
450.1 ,50.0 ,0.0 ,200.0 ,3.0 ,1124.4 ,39.38 
397.0 ,17.2 ,158.0 ,167.0 ,20.8 ,967.0 ,55.65 
333.0 ,17.5 ,163.0 ,167.0 ,17.9 ,996.0 ,47.28 
334.0 ,17.6 ,158.0 ,189.0 ,15.3 ,967.0 ,44.33 
405.0 ,0.0 ,0.0 ,175.0 ,0.0 ,1120.0 ,52.30 
200.0 ,200.0 ,0.0 ,190.0 ,0.0 ,1145.0 ,49.25 
516.0 ,0.0 ,0.0 ,162.0 ,8.3 ,801.0 ,41.37 
145.0 ,116.0 ,119.0 ,184.0 ,5.7 ,833.0 ,29.16 
160.0 ,128.0 ,122.0 ,182.0 ,6.4 ,824.0 ,39.40 
234.0 ,156.0 ,0.0 ,189.0 ,5.9 ,981.0 ,39.30 
250.0 ,180.0 ,95.0 ,159.0 ,9.5 ,860.0 ,67.87 
475.0 ,0.0 ,0.0 ,162.0 ,9.5 ,1044.0 ,58.52 
285.0 ,190.0 ,0.0 ,163.0 ,7.6 ,1031.0 ,53.58 
356.0 ,119.0 ,0.0 ,160.0 ,9.0 ,1061.0 ,59.00 
275.0 ,180.0 ,120.0 ,162.0 ,10.4 ,830.0 ,76.24 
500.0 ,0.0 ,0.0 ,151.0 ,9.0 ,1033.0 ,69.84 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,14.40 
165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,19.42 
178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,20.73 
167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,14.94 
172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,21.29 
173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,23.08 
167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,15.52 
173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,15.82 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,12.55 
250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,8.49 
213.5 ,0.0 ,174.2 ,159.2 ,11.7 ,1043.6 ,15.61 
194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,12.18 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,11.98 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,16.88 
165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,33.09 
178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,34.24 
167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,31.81 
172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,29.75 
173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,33.01 
167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,32.90 
173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,29.55 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,19.42 
250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,24.66 
213.5 ,0.0 ,174.2 ,159.2 ,11.7 ,1043.6 ,29.59 
194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,24.28 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,20.73 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,26.20 
165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,46.39 
178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,39.16 
167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,41.20 
172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,33.69 
173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,38.20 
167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,41.41 
173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,37.81 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,24.85 
250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,27.22 
213.5 ,0.0 ,174.2 ,159.2 ,11.7 ,1043.6 ,44.64 
194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,37.27 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,33.27 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,36.56 
165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,53.72 
178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,48.59 
167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,51.72 
172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,35.85 
173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,53.77 
167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,53.46 
173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,48.99 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,31.72 
250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,39.64 
213.5 ,0.0 ,174.2 ,159.2 ,11.7 ,1043.6 ,51.26 
194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,43.39 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,39.27 
165.0 ,0.0 ,143.6 ,163.8 ,0.0 ,1005.6 ,37.96 
165.0 ,128.5 ,132.1 ,175.1 ,8.1 ,1005.8 ,55.02 
178.0 ,129.8 ,118.6 ,179.9 ,3.6 ,1007.3 ,49.99 
167.4 ,129.9 ,128.6 ,175.5 ,7.8 ,1006.3 ,53.66 
172.4 ,13.6 ,172.4 ,156.8 ,4.1 ,1006.3 ,37.68 
173.5 ,50.1 ,173.5 ,164.8 ,6.5 ,1006.2 ,56.06 
167.0 ,75.4 ,167.0 ,164.0 ,7.9 ,1007.3 ,56.81 
173.8 ,93.4 ,159.9 ,172.3 ,9.7 ,1007.2 ,50.94 
190.3 ,0.0 ,125.2 ,166.6 ,9.9 ,1079.0 ,33.56 
250.0 ,0.0 ,95.7 ,191.8 ,5.3 ,948.9 ,41.16 
213.5 ,0.0 ,174.2 ,159.2 ,11.7 ,1043.6 ,52.96 
194.7 ,0.0 ,100.5 ,170.2 ,7.5 ,998.0 ,44.28 
251.4 ,0.0 ,118.3 ,192.9 ,5.8 ,1043.6 ,40.15 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,57.03 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,44.42 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,51.02 
446.0 ,24.0 ,79.0 ,162.0 ,10.3 ,967.0 ,53.39 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,35.36 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,25.02 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,23.35 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,52.01 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,38.02 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,39.30 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,61.07 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,56.14 
446.0 ,24.0 ,79.0 ,162.0 ,11.6 ,967.0 ,55.25 
446.0 ,24.0 ,79.0 ,162.0 ,10.3 ,967.0 ,54.77 
387.0 ,20.0 ,94.0 ,157.0 ,14.3 ,938.0 ,50.24 
387.0 ,20.0 ,94.0 ,157.0 ,13.9 ,938.0 ,46.68 
387.0 ,20.0 ,94.0 ,157.0 ,11.6 ,938.0 ,46.68 
387.0 ,20.0 ,94.0 ,157.0 ,14.3 ,938.0 ,22.75 
387.0 ,20.0 ,94.0 ,157.0 ,13.9 ,938.0 ,25.51 
387.0 ,20.0 ,94.0 ,157.0 ,11.6 ,938.0 ,34.77 
387.0 ,20.0 ,94.0 ,157.0 ,14.3 ,938.0 ,36.84 
387.0 ,20.0 ,94.0 ,157.0 ,13.9 ,938.0 ,45.90 
387.0 ,20.0 ,94.0 ,157.0 ,11.6 ,938.0 ,41.67 
387.0 ,20.0 ,94.0 ,157.0 ,14.3 ,938.0 ,56.34 
387.0 ,20.0 ,94.0 ,157.0 ,13.9 ,938.0 ,47.97 
387.0 ,20.0 ,94.0 ,157.0 ,11.6 ,938.0 ,61.46 
355.0 ,19.0 ,97.0 ,145.0 ,13.1 ,967.0 ,44.03 
355.0 ,19.0 ,97.0 ,145.0 ,12.3 ,967.0 ,55.45 
491.0 ,26.0 ,123.0 ,210.0 ,3.9 ,882.0 ,55.55 
491.0 ,26.0 ,123.0 ,201.0 ,3.9 ,822.0 ,57.92 
491.0 ,26.0 ,123.0 ,210.0 ,3.9 ,882.0 ,25.61 
491.0 ,26.0 ,123.0 ,210.0 ,3.9 ,882.0 ,33.49 
491.0 ,26.0 ,123.0 ,210.0 ,3.9 ,882.0 ,59.59 
491.0 ,26.0 ,123.0 ,201.0 ,3.9 ,822.0 ,29.55 
491.0 ,26.0 ,123.0 ,201.0 ,3.9 ,822.0 ,37.92 
491.0 ,26.0 ,123.0 ,201.0 ,3.9 ,822.0 ,61.86 
424.0 ,22.0 ,132.0 ,178.0 ,8.5 ,822.0 ,62.05 
424.0 ,22.0 ,132.0 ,178.0 ,8.5 ,882.0 ,32.01 
424.0 ,22.0 ,132.0 ,168.0 ,8.9 ,822.0 ,72.10 
424.0 ,22.0 ,132.0 ,178.0 ,8.5 ,822.0 ,39.00 
424.0 ,22.0 ,132.0 ,178.0 ,8.5 ,822.0 ,65.70 
424.0 ,22.0 ,132.0 ,168.0 ,8.9 ,822.0 ,32.11 
424.0 ,22.0 ,132.0 ,168.0 ,8.9 ,822.0 ,40.29 
424.0 ,22.0 ,132.0 ,168.0 ,8.9 ,822.0 ,74.36 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,21.97 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,9.85 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,15.07 
202.0 ,11.0 ,141.0 ,206.0 ,1.7 ,942.0 ,23.25 
284.0 ,15.0 ,141.0 ,179.0 ,5.5 ,842.0 ,43.73 
284.0 ,15.0 ,141.0 ,179.0 ,5.5 ,842.0 ,13.40 
284.0 ,15.0 ,141.0 ,179.0 ,5.5 ,842.0 ,24.13 
284.0 ,15.0 ,141.0 ,179.0 ,5.5 ,842.0 ,44.52 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,62.94 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,59.49 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,25.12 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,23.64 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,35.75 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,38.61 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,68.75 
359.0 ,19.0 ,141.0 ,154.0 ,10.9 ,942.0 ,66.78 
436.0 ,0.0 ,0.0 ,218.0 ,0.0 ,838.4 ,23.85 
289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,32.07 
289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,11.65 
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.6 ,19.20 
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.6 ,48.85 
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.6 ,39.60 
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.2 ,43.94 
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.2 ,34.57 
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.2 ,54.32 
480.0 ,0.0 ,0.0 ,192.0 ,0.0 ,936.2 ,24.40 
333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,15.62 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,21.86 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,10.22 
289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,14.60 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,18.75 
333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,31.97 
333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,23.40 
289.0 ,0.0 ,0.0 ,192.0 ,0.0 ,913.2 ,25.57 
333.0 ,0.0 ,0.0 ,192.0 ,0.0 ,931.2 ,41.68 
393.0 ,0.0 ,0.0 ,192.0 ,0.0 ,940.6 ,27.74 
255.0 ,0.0 ,0.0 ,192.0 ,0.0 ,889.8 ,8.20 
158.8 ,238.2 ,0.0 ,185.7 ,0.0 ,1040.6 ,9.62 
239.6 ,359.4 ,0.0 ,185.7 ,0.0 ,941.6 ,25.42 
238.2 ,158.8 ,0.0 ,185.7 ,0.0 ,1040.6 ,15.69 
181.9 ,272.8 ,0.0 ,185.7 ,0.0 ,1012.4 ,27.94 
193.5 ,290.2 ,0.0 ,185.7 ,0.0 ,998.2 ,32.63 
255.5 ,170.3 ,0.0 ,185.7 ,0.0 ,1026.6 ,17.24 
272.8 ,181.9 ,0.0 ,185.7 ,0.0 ,1012.4 ,19.77 
239.6 ,359.4 ,0.0 ,185.7 ,0.0 ,941.6 ,39.44 
220.8 ,147.2 ,0.0 ,185.7 ,0.0 ,1055.0 ,25.75 
397.0 ,0.0 ,0.0 ,185.7 ,0.0 ,1040.6 ,33.08 
382.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1047.8 ,24.07 
210.7 ,316.1 ,0.0 ,185.7 ,0.0 ,977.0 ,21.82 
158.8 ,238.2 ,0.0 ,185.7 ,0.0 ,1040.6 ,21.07 
295.8 ,0.0 ,0.0 ,185.7 ,0.0 ,1091.4 ,14.84 
255.5 ,170.3 ,0.0 ,185.7 ,0.0 ,1026.6 ,32.05 
203.5 ,135.7 ,0.0 ,185.7 ,0.0 ,1076.2 ,11.96 
397.0 ,0.0 ,0.0 ,185.7 ,0.0 ,1040.6 ,25.45 
381.4 ,0.0 ,0.0 ,185.7 ,0.0 ,1104.6 ,22.49 
295.8 ,0.0 ,0.0 ,185.7 ,0.0 ,1091.4 ,25.22 
228.0 ,342.1 ,0.0 ,185.7 ,0.0 ,955.8 ,39.70 
220.8 ,147.2 ,0.0 ,185.7 ,0.0 ,1055.0 ,13.09 
316.1 ,210.7 ,0.0 ,185.7 ,0.0 ,977.0 ,38.70 
135.7 ,203.5 ,0.0 ,185.7 ,0.0 ,1076.2 ,7.51 
238.1 ,0.0 ,0.0 ,185.7 ,0.0 ,1118.8 ,17.58 
339.2 ,0.0 ,0.0 ,185.7 ,0.0 ,1069.2 ,21.18 
135.7 ,203.5 ,0.0 ,185.7 ,0.0 ,1076.2 ,18.20 
193.5 ,290.2 ,0.0 ,185.7 ,0.0 ,998.2 ,17.20 
203.5 ,135.7 ,0.0 ,185.7 ,0.0 ,1076.2 ,22.63 
290.2 ,193.5 ,0.0 ,185.7 ,0.0 ,998.2 ,21.86 
181.9 ,272.8 ,0.0 ,185.7 ,0.0 ,1012.4 ,12.37 
170.3 ,155.5 ,0.0 ,185.7 ,0.0 ,1026.6 ,25.73 
210.7 ,316.1 ,0.0 ,185.7 ,0.0 ,977.0 ,37.81 
228.0 ,342.1 ,0.0 ,185.7 ,0.0 ,955.8 ,21.92 
290.2 ,193.5 ,0.0 ,185.7 ,0.0 ,998.2 ,33.04 
381.4 ,0.0 ,0.0 ,185.7 ,0.0 ,1104.6 ,14.54 
238.2 ,158.8 ,0.0 ,185.7 ,0.0 ,1040.6 ,26.91 
186.2 ,124.1 ,0.0 ,185.7 ,0.0 ,1083.4 ,8.00 
339.2 ,0.0 ,0.0 ,185.7 ,0.0 ,1069.2 ,31.90 
238.1 ,0.0 ,0.0 ,185.7 ,0.0 ,1118.8 ,10.34 
252.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1111.6 ,19.77 
382.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1047.8 ,37.44 
252.5 ,0.0 ,0.0 ,185.7 ,0.0 ,1111.6 ,11.48 
316.1 ,210.7 ,0.0 ,185.7 ,0.0 ,977.0 ,24.44 
186.2 ,124.1 ,0.0 ,185.7 ,0.0 ,1083.4 ,17.60 
170.3 ,155.5 ,0.0 ,185.7 ,0.0 ,1026.6 ,10.73 
272.8 ,181.9 ,0.0 ,185.7 ,0.0 ,1012.4 ,31.38 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,13.22 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,20.97 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,27.04 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,32.04 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,35.17 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,36.45 
339.0 ,0.0 ,0.0 ,197.0 ,0.0 ,968.0 ,38.89 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,6.47 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,12.84 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,18.42 
236.0 ,0.0 ,0.0 ,194.0 ,0.0 ,968.0 ,21.95 
236.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,24.10 
236.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,25.08 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,21.26 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,25.97 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,11.36 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,31.25 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,32.33 
277.0 ,0.0 ,0.0 ,191.0 ,0.0 ,968.0 ,33.70 
254.0 ,0.0 ,0.0 ,198.0 ,0.0 ,968.0 ,9.31 
254.0 ,0.0 ,0.0 ,198.0 ,0.0 ,968.0 ,26.94 
254.0 ,0.0 ,0.0 ,198.0 ,0.0 ,968.0 ,27.63 
254.0 ,0.0 ,0.0 ,198.0 ,0.0 ,968.0 ,29.79 
307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,34.49 
307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,36.15 
307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,12.54 
307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,27.53 
307.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,32.92 
236.0 ,0.0 ,0.0 ,193.0 ,0.0 ,968.0 ,9.99 
200.0 ,0.0 ,0.0 ,180.0 ,0.0 ,1125.0 ,7.84 
200.0 ,0.0 ,0.0 ,180.0 ,0.0 ,1125.0 ,12.25 
225.0 ,0.0 ,0.0 ,181.0 ,0.0 ,1113.0 ,11.17 
225.0 ,0.0 ,0.0 ,181.0 ,0.0 ,1113.0 ,17.34 
325.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1063.0 ,17.54 
325.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1063.0 ,30.57 
275.0 ,0.0 ,0.0 ,183.0 ,0.0 ,1088.0 ,14.20 
275.0 ,0.0 ,0.0 ,183.0 ,0.0 ,1088.0 ,24.50 
300.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1075.0 ,15.58 
300.0 ,0.0 ,0.0 ,184.0 ,0.0 ,1075.0 ,26.85 
375.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1038.0 ,26.06 
375.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1038.0 ,38.21 
400.0 ,0.0 ,0.0 ,187.0 ,0.0 ,1025.0 ,43.70 
400.0 ,0.0 ,0.0 ,187.0 ,0.0 ,1025.0 ,30.14 
250.0 ,0.0 ,0.0 ,182.0 ,0.0 ,1100.0 ,12.73 
250.0 ,0.0 ,0.0 ,182.0 ,0.0 ,1100.0 ,20.87 
350.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1050.0 ,20.28 
350.0 ,0.0 ,0.0 ,186.0 ,0.0 ,1050.0 ,34.29 
203.5 ,305.3 ,0.0 ,203.5 ,0.0 ,963.4 ,19.54 
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,47.71 
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,43.38 
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,29.89 
166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,6.90 
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,33.19 
183.9 ,122.6 ,0.0 ,203.5 ,0.0 ,959.2 ,4.90 
102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,4.57 
102.0 ,153.0 ,0.0 ,192.0 ,0.0 ,887.0 ,25.46 
122.6 ,183.9 ,0.0 ,203.5 ,0.0 ,958.2 ,24.29 
166.8 ,250.2 ,0.0 ,203.5 ,0.0 ,975.6 ,33.95 
200.0 ,133.0 ,0.0 ,192.0 ,0.0 ,965.4 ,11.41 
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,20.59 
305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,25.89 
108.3 ,162.4 ,0.0 ,203.5 ,0.0 ,938.2 ,29.23 
116.0 ,173.0 ,0.0 ,192.0 ,0.0 ,909.8 ,31.02 
141.3 ,212.0 ,0.0 ,203.5 ,0.0 ,971.8 ,10.39 
157.0 ,236.0 ,0.0 ,192.0 ,0.0 ,935.4 ,33.66 
133.0 ,200.0 ,0.0 ,192.0 ,0.0 ,927.4 ,27.87 
250.2 ,166.8 ,0.0 ,203.5 ,0.0 ,977.6 ,19.35 
173.0 ,116.0 ,0.0 ,192.0 ,0.0 ,946.8 ,11.39 
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,12.79 
192.0 ,288.0 ,0.0 ,192.0 ,0.0 ,929.8 ,39.32 
153.0 ,102.0 ,0.0 ,192.0 ,0.0 ,888.0 ,4.78 
288.0 ,192.0 ,0.0 ,192.0 ,0.0 ,932.0 ,16.11 
305.3 ,203.5 ,0.0 ,203.5 ,0.0 ,965.4 ,43.38 
